?s	?lang1	?lang2
<http://purl.obolibrary.org/obo/LANG_1006687>	"Teke-Tyee"@en	""
<http://purl.obolibrary.org/obo/LANG_1006688>	"Tày"@en	""
<http://purl.obolibrary.org/obo/LANG_1006689>	"Tanzanian Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1006690>	"Tzeltal"@en	""
<http://purl.obolibrary.org/obo/LANG_1006691>	"Tz'utujil"@en	""
<http://purl.obolibrary.org/obo/LANG_1006692>	"Talossan"@en	""
<http://purl.obolibrary.org/obo/LANG_1006693>	"Central Atlas Tamazight"@en	""
<http://purl.obolibrary.org/obo/LANG_1006694>	"Tugun"@en	""
<http://purl.obolibrary.org/obo/LANG_1006695>	"Tzotzil"@en	""
<http://purl.obolibrary.org/obo/LANG_1006696>	"Tabriak"@en	""
<http://purl.obolibrary.org/obo/LANG_1006697>	"Uamué"@en	""
<http://purl.obolibrary.org/obo/LANG_1006698>	"Kuan"@en	""
<http://purl.obolibrary.org/obo/LANG_1006699>	"Tairuma"@en	""
<http://purl.obolibrary.org/obo/LANG_1006700>	"Ubang"@en	""
<http://purl.obolibrary.org/obo/LANG_1006701>	"Ubi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006702>	"Buhi'non Bikol"@en	""
<http://purl.obolibrary.org/obo/LANG_1006703>	"Ubir"@en	""
<http://purl.obolibrary.org/obo/LANG_1006704>	"Umbu-Ungu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006705>	"Ubykh"@en	""
<http://purl.obolibrary.org/obo/LANG_1006706>	"Uda"@en	""
<http://purl.obolibrary.org/obo/LANG_1006707>	"Udihe"@en	""
<http://purl.obolibrary.org/obo/LANG_1006708>	"Muduga"@en	""
<http://purl.obolibrary.org/obo/LANG_1006709>	"Udi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006710>	"Ujir"@en	""
<http://purl.obolibrary.org/obo/LANG_1006711>	"Wuzlam"@en	""
<http://purl.obolibrary.org/obo/LANG_1006712>	"Udmurt"@en	"Udmurtisch"@de
<http://purl.obolibrary.org/obo/LANG_1006713>	"Uduk"@en	""
<http://purl.obolibrary.org/obo/LANG_1006714>	"Kioko"@en	""
<http://purl.obolibrary.org/obo/LANG_1006715>	"Ufim"@en	""
<http://purl.obolibrary.org/obo/LANG_1006716>	"Ugaritic"@en	"Ugaritisch"@de
<http://purl.obolibrary.org/obo/LANG_1006717>	"Kuku-Ugbanh"@en	""
<http://purl.obolibrary.org/obo/LANG_1006718>	"Ughele"@en	""
<http://purl.obolibrary.org/obo/LANG_1006719>	"Ugandan Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1006720>	"Ugong"@en	""
<http://purl.obolibrary.org/obo/LANG_1006721>	"Uruguayan Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1006722>	"Uhami"@en	""
<http://purl.obolibrary.org/obo/LANG_1006723>	"Damal"@en	""
<http://purl.obolibrary.org/obo/LANG_1006724>	"Uighur"@en	"Uigurisch"@de
<http://purl.obolibrary.org/obo/LANG_1006725>	"Uisai"@en	""
<http://purl.obolibrary.org/obo/LANG_1006726>	"Iyive"@en	""
<http://purl.obolibrary.org/obo/LANG_1006727>	"Tanjijili"@en	""
<http://purl.obolibrary.org/obo/LANG_1006728>	"Kaburi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006729>	"Ukuriguma"@en	""
<http://purl.obolibrary.org/obo/LANG_1006730>	"Ukhwejo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006731>	"Muak Sa-aak"@en	""
<http://purl.obolibrary.org/obo/LANG_1006732>	"Ukrainian Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1006733>	"Ukpe-Bayobiri"@en	""
<http://purl.obolibrary.org/obo/LANG_1006734>	"Ukwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006735>	"Ukrainian"@en	"Ukrainisch"@de
<http://purl.obolibrary.org/obo/LANG_1006736>	"Urubú-Kaapor Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1006737>	"Ukue"@en	""
<http://purl.obolibrary.org/obo/LANG_1006738>	"Ukwuani-Aboh-Ndoni"@en	""
<http://purl.obolibrary.org/obo/LANG_1006739>	"Kuuk-Yak"@en	""
<http://purl.obolibrary.org/obo/LANG_1006740>	"Fungwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006741>	"Ulukwumi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006742>	"Ulch"@en	""
<http://purl.obolibrary.org/obo/LANG_1006743>	"Lule"@en	""
<http://purl.obolibrary.org/obo/LANG_1006744>	"Usku"@en	""
<http://purl.obolibrary.org/obo/LANG_1006745>	"Ulithian"@en	""
<http://purl.obolibrary.org/obo/LANG_1006746>	"Meriam Mir"@en	""
<http://purl.obolibrary.org/obo/LANG_1006747>	"Ullatan"@en	""
<http://purl.obolibrary.org/obo/LANG_1006748>	"Ulumanda'"@en	""
<http://purl.obolibrary.org/obo/LANG_1006749>	"Unserdeutsch"@en	""
<http://purl.obolibrary.org/obo/LANG_1006750>	"Uma' Lung"@en	""
<http://purl.obolibrary.org/obo/LANG_1006751>	"Ulwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006752>	"Umatilla"@en	""
<http://purl.obolibrary.org/obo/LANG_1006753>	"Umbundu"@en	"Mbundu-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1006754>	"Marrucinian"@en	""
<http://purl.obolibrary.org/obo/LANG_1006755>	"Umbindhamu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006756>	"Morrobalama"@en	""
<http://purl.obolibrary.org/obo/LANG_1006757>	"Ukit"@en	""
<http://purl.obolibrary.org/obo/LANG_1006758>	"Umon"@en	""
<http://purl.obolibrary.org/obo/LANG_1006759>	"Makyan Naga"@en	""
<http://purl.obolibrary.org/obo/LANG_1006760>	"Umotína"@en	""
<http://purl.obolibrary.org/obo/LANG_1006761>	"Umpila"@en	""
<http://purl.obolibrary.org/obo/LANG_1006762>	"Umbugarla"@en	""
<http://purl.obolibrary.org/obo/LANG_1006763>	"Pendau"@en	""
<http://purl.obolibrary.org/obo/LANG_1006764>	"Munsee"@en	""
<http://purl.obolibrary.org/obo/LANG_1006765>	"North Watut"@en	""
<http://purl.obolibrary.org/obo/LANG_1006766>	"Undetermined"@en	"Nicht zu entscheiden"@de
<http://purl.obolibrary.org/obo/LANG_1006767>	"Uneme"@en	""
<http://purl.obolibrary.org/obo/LANG_1006768>	"Ngarinyin"@en	""
<http://purl.obolibrary.org/obo/LANG_1006769>	"Enawené-Nawé"@en	""
<http://purl.obolibrary.org/obo/LANG_1006770>	"Unami"@en	""
<http://purl.obolibrary.org/obo/LANG_1006771>	"Kurnai"@en	""
<http://purl.obolibrary.org/obo/LANG_1006772>	"Mundari"@en	""
<http://purl.obolibrary.org/obo/LANG_1006773>	"Unubahe"@en	""
<http://purl.obolibrary.org/obo/LANG_1006774>	"Munda"@en	""
<http://purl.obolibrary.org/obo/LANG_1006775>	"Unde Kaili"@en	""
<http://purl.obolibrary.org/obo/LANG_1006776>	"Umeda"@en	""
<http://purl.obolibrary.org/obo/LANG_1006777>	"Uripiv-Wala-Rano-Atchin"@en	""
<http://purl.obolibrary.org/obo/LANG_1006778>	"Urarina"@en	""
<http://purl.obolibrary.org/obo/LANG_1006779>	"Urubú-Kaapor"@en	""
<http://purl.obolibrary.org/obo/LANG_1006780>	"Urningangg"@en	""
<http://purl.obolibrary.org/obo/LANG_1006781>	"Urdu"@en	"Urdu"@de
<http://purl.obolibrary.org/obo/LANG_1006782>	"Uru"@en	""
<http://purl.obolibrary.org/obo/LANG_1006783>	"Uradhi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006784>	"Urigina"@en	""
<http://purl.obolibrary.org/obo/LANG_1006785>	"Urhobo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006786>	"Urim"@en	""
<http://purl.obolibrary.org/obo/LANG_1006787>	"Urak Lawoi'"@en	""
<http://purl.obolibrary.org/obo/LANG_1006788>	"Urali"@en	""
<http://purl.obolibrary.org/obo/LANG_1006789>	"Urapmin"@en	""
<http://purl.obolibrary.org/obo/LANG_1006790>	"Uruangnirin"@en	""
<http://purl.obolibrary.org/obo/LANG_1006791>	"Ura (Papua New Guinea)"@en	""
<http://purl.obolibrary.org/obo/LANG_1006792>	"Uru-Pa-In"@en	""
<http://purl.obolibrary.org/obo/LANG_1006793>	"Lehalurup"@en	""
<http://purl.obolibrary.org/obo/LANG_1006794>	"Urat"@en	""
<http://purl.obolibrary.org/obo/LANG_1006795>	"Urumi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006796>	"Uruava"@en	""
<http://purl.obolibrary.org/obo/LANG_1006797>	"Sop"@en	""
<http://purl.obolibrary.org/obo/LANG_1006798>	"Urimo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006799>	"Orya"@en	""
<http://purl.obolibrary.org/obo/LANG_1006800>	"Uru-Eu-Wau-Wau"@en	""
<http://purl.obolibrary.org/obo/LANG_1006801>	"Usarufa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006802>	"Ushojo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006803>	"Usui"@en	""
<http://purl.obolibrary.org/obo/LANG_1006804>	"Usaghade"@en	""
<http://purl.obolibrary.org/obo/LANG_1006805>	"Uspanteco"@en	""
<http://purl.obolibrary.org/obo/LANG_1006806>	"us-Saare"@en	""
<http://purl.obolibrary.org/obo/LANG_1006807>	"Uya"@en	""
<http://purl.obolibrary.org/obo/LANG_1006808>	"Otank"@en	""
<http://purl.obolibrary.org/obo/LANG_1006809>	"Ute-Southern Paiute"@en	""
<http://purl.obolibrary.org/obo/LANG_1006810>	"ut-Hun"@en	""
<http://purl.obolibrary.org/obo/LANG_1006811>	"Amba (Solomon Islands)"@en	""
<http://purl.obolibrary.org/obo/LANG_1006812>	"Etulo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006813>	"Utu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006814>	"Urum"@en	""
<http://purl.obolibrary.org/obo/LANG_1006815>	"Kulon-Pazeh"@en	""
<http://purl.obolibrary.org/obo/LANG_1006816>	"Ura (Vanuatu)"@en	""
<http://purl.obolibrary.org/obo/LANG_1006817>	"U"@en	""
<http://purl.obolibrary.org/obo/LANG_1006818>	"West Uvean"@en	""
<http://purl.obolibrary.org/obo/LANG_1006819>	"Uri"@en	""
<http://purl.obolibrary.org/obo/LANG_1006820>	"Lote"@en	""
<http://purl.obolibrary.org/obo/LANG_1006821>	"Kuku-Uwanh"@en	""
<http://purl.obolibrary.org/obo/LANG_1006822>	"Doko-Uyanga"@en	""
<http://purl.obolibrary.org/obo/LANG_1006823>	"Uzbek"@en	"Usbekisch"@de
<http://purl.obolibrary.org/obo/LANG_1006824>	"Northern Uzbek"@en	""
<http://purl.obolibrary.org/obo/LANG_1006825>	"Southern Uzbek"@en	""
<http://purl.obolibrary.org/obo/LANG_1006826>	"Vaagri Booli"@en	""
<http://purl.obolibrary.org/obo/LANG_1006827>	"Vale"@en	""
<http://purl.obolibrary.org/obo/LANG_1006828>	"Vafsi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006829>	"Vagla"@en	""
<http://purl.obolibrary.org/obo/LANG_1006830>	"Varhadi-Nagpuri"@en	""
<http://purl.obolibrary.org/obo/LANG_1006831>	"Vai"@en	"Vai-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1006832>	"Sekele"@en	""
<http://purl.obolibrary.org/obo/LANG_1006833>	"Vehes"@en	""
<http://purl.obolibrary.org/obo/LANG_1006834>	"Vanimo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006835>	"Valman"@en	""
<http://purl.obolibrary.org/obo/LANG_1006836>	"Vao"@en	""
<http://purl.obolibrary.org/obo/LANG_1006837>	"Vaiphei"@en	""
<http://purl.obolibrary.org/obo/LANG_1006838>	"Huarijio"@en	""
<http://purl.obolibrary.org/obo/LANG_1006839>	"Vasavi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006840>	"Vanuma"@en	""
<http://purl.obolibrary.org/obo/LANG_1006841>	"Varli"@en	""
<http://purl.obolibrary.org/obo/LANG_1006842>	"Wayu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006843>	"Southeast Babar"@en	""
<http://purl.obolibrary.org/obo/LANG_1006844>	"Southwestern Bontok"@en	""
<http://purl.obolibrary.org/obo/LANG_1006845>	"Venetian"@en	""
<http://purl.obolibrary.org/obo/LANG_1006846>	"Veddah"@en	""
<http://purl.obolibrary.org/obo/LANG_1006847>	"Veluws"@en	""
<http://purl.obolibrary.org/obo/LANG_1006848>	"Vemgo-Mabas"@en	""
<http://purl.obolibrary.org/obo/LANG_1006849>	"Venda"@en	"Venda-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1006850>	"Ventureño"@en	""
<http://purl.obolibrary.org/obo/LANG_1006851>	"Veps"@en	""
<http://purl.obolibrary.org/obo/LANG_1006852>	"Mom Jango"@en	""
<http://purl.obolibrary.org/obo/LANG_1006853>	"Vaghri"@en	""
<http://purl.obolibrary.org/obo/LANG_1006854>	"Vlaamse Gebarentaal"@en	""
<http://purl.obolibrary.org/obo/LANG_1006855>	"Virgin Islands Creole English"@en	""
<http://purl.obolibrary.org/obo/LANG_1006856>	"Vidunda"@en	""
<http://purl.obolibrary.org/obo/LANG_1006857>	"Vietnamese"@en	"Vietnamesisch"@de
<http://purl.obolibrary.org/obo/LANG_1006858>	"Vili"@en	""
<http://purl.obolibrary.org/obo/LANG_1006859>	"Viemo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006860>	"Vilela"@en	""
<http://purl.obolibrary.org/obo/LANG_1006861>	"Vinza"@en	""
<http://purl.obolibrary.org/obo/LANG_1006862>	"Vishavan"@en	""
<http://purl.obolibrary.org/obo/LANG_1006863>	"Viti"@en	""
<http://purl.obolibrary.org/obo/LANG_1006864>	"Iduna"@en	""
<http://purl.obolibrary.org/obo/LANG_1006865>	"Kariyarra"@en	""
<http://purl.obolibrary.org/obo/LANG_1006866>	"Ija-Zuba"@en	""
<http://purl.obolibrary.org/obo/LANG_1006867>	"Kujarge"@en	""
<http://purl.obolibrary.org/obo/LANG_1006868>	"Kaur"@en	""
<http://purl.obolibrary.org/obo/LANG_1006869>	"Kulisusu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006870>	"Kamakan"@en	""
<http://purl.obolibrary.org/obo/LANG_1006871>	"Kodeoha"@en	""
<http://purl.obolibrary.org/obo/LANG_1006872>	"Korlai Creole Portuguese"@en	""
<http://purl.obolibrary.org/obo/LANG_1006873>	"Tenggarong Kutai Malay"@en	""
<http://purl.obolibrary.org/obo/LANG_1006874>	"Kurrama"@en	""
<http://purl.obolibrary.org/obo/LANG_1006875>	"Valpei"@en	""
<http://purl.obolibrary.org/obo/LANG_1006876>	"Vlaams"@en	""
<http://purl.obolibrary.org/obo/LANG_1006877>	"Martuyhunira"@en	""
<http://purl.obolibrary.org/obo/LANG_1006878>	"Barbaram"@en	""
<http://purl.obolibrary.org/obo/LANG_1006879>	"Juxtlahuaca Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1006880>	"Mudu Koraga"@en	""
<http://purl.obolibrary.org/obo/LANG_1006881>	"East Masela"@en	""
<http://purl.obolibrary.org/obo/LANG_1006882>	"Mainfränkisch"@en	""
<http://purl.obolibrary.org/obo/LANG_1006883>	"Lungalunga"@en	""
<http://purl.obolibrary.org/obo/LANG_1006884>	"Maraghei"@en	""
<http://purl.obolibrary.org/obo/LANG_1006885>	"Miwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006886>	"Ixtayutla Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1006887>	"Makhuwa-Shirima"@en	""
<http://purl.obolibrary.org/obo/LANG_1006888>	"Malgana"@en	""
<http://purl.obolibrary.org/obo/LANG_1006889>	"Mitlatongo Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1006890>	"Soyaltepec Mazatec"@en	""
<http://purl.obolibrary.org/obo/LANG_1006891>	"Soyaltepec Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1006892>	"Marenje"@en	""
<http://purl.obolibrary.org/obo/LANG_1006893>	"Moksela"@en	""
<http://purl.obolibrary.org/obo/LANG_1006894>	"Muluridyi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006895>	"Valley Maidu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006896>	"Makhuwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006897>	"Tamazola Mixtec"@en	""
<http://purl.obolibrary.org/obo/LANG_1006898>	"Ayautla Mazatec"@en	""
<http://purl.obolibrary.org/obo/LANG_1006899>	"Mazatlán Mazatec"@en	""
<http://purl.obolibrary.org/obo/LANG_1006900>	"Vano"@en	""
<http://purl.obolibrary.org/obo/LANG_1006901>	"Vinmavis"@en	""
<http://purl.obolibrary.org/obo/LANG_1006902>	"Vunapu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006903>	"Volapük"@en	"Volapük"@de
<http://purl.obolibrary.org/obo/LANG_1006904>	"Voro"@en	""
<http://purl.obolibrary.org/obo/LANG_1006905>	"Votic"@en	"Wotisch"@de
<http://purl.obolibrary.org/obo/LANG_1006906>	"Vera'a"@en	""
<http://purl.obolibrary.org/obo/LANG_1006907>	"Võro"@en	""
<http://purl.obolibrary.org/obo/LANG_1006908>	"Varisi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006909>	"Burmbar"@en	""
<http://purl.obolibrary.org/obo/LANG_1006910>	"Moldova Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1006911>	"Venezuelan Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1006912>	"Valencian Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1006913>	"Vitou"@en	""
<http://purl.obolibrary.org/obo/LANG_1006914>	"Vumbu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006915>	"Vunjo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006916>	"Vute"@en	""
<http://purl.obolibrary.org/obo/LANG_1006917>	"Awa (China)"@en	""
<http://purl.obolibrary.org/obo/LANG_1006918>	"Walla Walla"@en	""
<http://purl.obolibrary.org/obo/LANG_1006919>	"Wab"@en	""
<http://purl.obolibrary.org/obo/LANG_1006920>	"Wasco-Wishram"@en	""
<http://purl.obolibrary.org/obo/LANG_1006921>	"Wandamen"@en	""
<http://purl.obolibrary.org/obo/LANG_1006922>	"Walser"@en	""
<http://purl.obolibrary.org/obo/LANG_1006923>	"Wakoná"@en	""
<http://purl.obolibrary.org/obo/LANG_1006924>	"Wa'ema"@en	""
<http://purl.obolibrary.org/obo/LANG_1006925>	"Watubela"@en	""
<http://purl.obolibrary.org/obo/LANG_1006926>	"Wares"@en	""
<http://purl.obolibrary.org/obo/LANG_1006927>	"Waffa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006928>	"Wolaytta"@en	"Walamo-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1006929>	"Wampanoag"@en	""
<http://purl.obolibrary.org/obo/LANG_1006930>	"Wan"@en	""
<http://purl.obolibrary.org/obo/LANG_1006931>	"Wappo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006932>	"Wapishana"@en	""
<http://purl.obolibrary.org/obo/LANG_1006933>	"Wagiman"@en	""
<http://purl.obolibrary.org/obo/LANG_1006934>	"Waray (Philippines)"@en	"Waray"@de
<http://purl.obolibrary.org/obo/LANG_1006935>	"Washo"@en	"Washo-Sprache"@de
<http://purl.obolibrary.org/obo/LANG_1006936>	"Kaninuwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006937>	"Waurá"@en	""
<http://purl.obolibrary.org/obo/LANG_1006938>	"Waka"@en	""
<http://purl.obolibrary.org/obo/LANG_1006939>	"Waiwai"@en	""
<http://purl.obolibrary.org/obo/LANG_1006940>	"Watam"@en	""
<http://purl.obolibrary.org/obo/LANG_1006941>	"Wayana"@en	""
<http://purl.obolibrary.org/obo/LANG_1006942>	"Wampur"@en	""
<http://purl.obolibrary.org/obo/LANG_1006943>	"Warao"@en	""
<http://purl.obolibrary.org/obo/LANG_1006944>	"Wabo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006945>	"Waritai"@en	""
<http://purl.obolibrary.org/obo/LANG_1006946>	"Wara"@en	""
<http://purl.obolibrary.org/obo/LANG_1006947>	"Wanda"@en	""
<http://purl.obolibrary.org/obo/LANG_1006948>	"Vwanji"@en	""
<http://purl.obolibrary.org/obo/LANG_1006949>	"Alagwa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006950>	"Waigali"@en	""
<http://purl.obolibrary.org/obo/LANG_1006951>	"Wakhi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006952>	"Wa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006953>	"Warlpiri"@en	""
<http://purl.obolibrary.org/obo/LANG_1006954>	"Waddar"@en	""
<http://purl.obolibrary.org/obo/LANG_1006955>	"Wagdi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006956>	"West Bengal Sign Language"@en	""
<http://purl.obolibrary.org/obo/LANG_1006957>	"Warnman"@en	""
<http://purl.obolibrary.org/obo/LANG_1006958>	"Wajarri"@en	""
<http://purl.obolibrary.org/obo/LANG_1006959>	"Woi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006960>	"Yanomámi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006961>	"Waci Gbe"@en	""
<http://purl.obolibrary.org/obo/LANG_1006962>	"Wandji"@en	""
<http://purl.obolibrary.org/obo/LANG_1006963>	"Wadaginam"@en	""
<http://purl.obolibrary.org/obo/LANG_1006964>	"Wadjiginy"@en	""
<http://purl.obolibrary.org/obo/LANG_1006965>	"Wadikali"@en	""
<http://purl.obolibrary.org/obo/LANG_1006966>	"Wadjigu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006967>	"Wadjabangayi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006968>	"Wewaw"@en	""
<http://purl.obolibrary.org/obo/LANG_1006969>	"Wè Western"@en	""
<http://purl.obolibrary.org/obo/LANG_1006970>	"Wedau"@en	""
<http://purl.obolibrary.org/obo/LANG_1006971>	"Wergaia"@en	""
<http://purl.obolibrary.org/obo/LANG_1006972>	"Weh"@en	""
<http://purl.obolibrary.org/obo/LANG_1006973>	"Kiunum"@en	""
<http://purl.obolibrary.org/obo/LANG_1006974>	"Weme Gbe"@en	""
<http://purl.obolibrary.org/obo/LANG_1006975>	"Wemale"@en	""
<http://purl.obolibrary.org/obo/LANG_1006976>	"Westphalien"@en	""
<http://purl.obolibrary.org/obo/LANG_1006977>	"Weri"@en	""
<http://purl.obolibrary.org/obo/LANG_1006978>	"Cameroon Pidgin"@en	""
<http://purl.obolibrary.org/obo/LANG_1006979>	"Perai"@en	""
<http://purl.obolibrary.org/obo/LANG_1006980>	"Rawngtu Chin"@en	""
<http://purl.obolibrary.org/obo/LANG_1006981>	"Wejewa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006982>	"Yafi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006983>	"Wagaya"@en	""
<http://purl.obolibrary.org/obo/LANG_1006984>	"Wagawaga"@en	""
<http://purl.obolibrary.org/obo/LANG_1006985>	"Wangkangurru"@en	""
<http://purl.obolibrary.org/obo/LANG_1006986>	"Wahgi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006987>	"Waigeo"@en	""
<http://purl.obolibrary.org/obo/LANG_1006988>	"Wirangu"@en	""
<http://purl.obolibrary.org/obo/LANG_1006989>	"Warrgamay"@en	""
<http://purl.obolibrary.org/obo/LANG_1006990>	"Sou Upaa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006991>	"North Wahgi"@en	""
<http://purl.obolibrary.org/obo/LANG_1006992>	"Wahau Kenyah"@en	""
<http://purl.obolibrary.org/obo/LANG_1006993>	"Wahau Kayan"@en	""
<http://purl.obolibrary.org/obo/LANG_1006994>	"Southern Toussian"@en	""
<http://purl.obolibrary.org/obo/LANG_1006995>	"Wichita"@en	""
<http://purl.obolibrary.org/obo/LANG_1006996>	"Wik-Epa"@en	""
<http://purl.obolibrary.org/obo/LANG_1006997>	"Wik-Keyangan"@en	""
<http://purl.obolibrary.org/obo/LANG_1006998>	"Wik Ngathan"@en	""
<http://purl.obolibrary.org/obo/LANG_1006999>	"Wik-Me'anha"@en	""
<http://purl.obolibrary.org/obo/LANG_1007000>	"Minidien"@en	""
<http://purl.obolibrary.org/obo/LANG_1007001>	"Wik-Iiyanh"@en	""
<http://purl.obolibrary.org/obo/LANG_1007002>	"Wikalkan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007003>	"Wilawila"@en	""
<http://purl.obolibrary.org/obo/LANG_1007004>	"Wik-Mungkan"@en	""
<http://purl.obolibrary.org/obo/LANG_1007005>	"Ho-Chunk"@en	""
<http://purl.obolibrary.org/obo/LANG_1007006>	"Wiraféd"@en	""
<http://purl.obolibrary.org/obo/LANG_1007007>	"Wiru"@en	""
<http://purl.obolibrary.org/obo/LANG_1007008>	"Vitu"@en	""
<http://purl.obolibrary.org/obo/LANG_1007009>	"Wiyot"@en	""
<http://purl.obolibrary.org/obo/LANG_1007010>	"Waja"@en	""
<http://purl.obolibrary.org/obo/LANG_1007011>	"Warji"@en	""
<http://purl.obolibrary.org/obo/LANG_1007012>	"Kw'adza"@en	""
<http://purl.obolibrary.org/obo/LANG_1007013>	"Kumbaran"@en	""
<http://purl.obolibrary.org/obo/LANG_1007014>	"Wakde"@en	""
<http://purl.obolibrary.org/obo/LANG_1007015>	"Kalanadi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007016>	"Keerray-Woorroong"@en	""
<http://purl.obolibrary.org/obo/LANG_1007017>	"Kunduvadi"@en	""
<http://purl.obolibrary.org/obo/LANG_1007018>	"Wakawaka"@en	""
<http://purl.obolibrary.org/obo/LANG_1007019>	"Wangkayutyuru"@en	""
<http://purl.obolibrary.org/obo/LANG_1007020>	"Walio"@en	""
<http://purl.obolibrary.org/obo/LANG_1007021>	"Mwali Comorian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007022>	"Wolane"@en	""
<http://purl.obolibrary.org/obo/LANG_1007023>	"Kunbarlang"@en	""
<http://purl.obolibrary.org/obo/LANG_1007024>	"Waioli"@en	""
<http://purl.obolibrary.org/obo/LANG_1007025>	"Wailaki"@en	""
<http://purl.obolibrary.org/obo/LANG_1007026>	"Wali (Sudan)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007027>	"Middle Welsh"@en	""
<http://purl.obolibrary.org/obo/LANG_1007028>	"Walloon"@en	"Wallonisch"@de
<http://purl.obolibrary.org/obo/LANG_1007029>	"Wolio"@en	""
<http://purl.obolibrary.org/obo/LANG_1007030>	"Wailapa"@en	""
<http://purl.obolibrary.org/obo/LANG_1007031>	"Wallisian"@en	""
<http://purl.obolibrary.org/obo/LANG_1007032>	"Wuliwuli"@en	""
<http://purl.obolibrary.org/obo/LANG_1007033>	"Wichí Lhamtés Vejoz"@en	""
<http://purl.obolibrary.org/obo/LANG_1007034>	"Walak"@en	""
<http://purl.obolibrary.org/obo/LANG_1007035>	"Wali (Ghana)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007036>	"Waling"@en	""
<http://purl.obolibrary.org/obo/LANG_1007037>	"Mawa (Nigeria)"@en	""
<http://purl.obolibrary.org/obo/LANG_1007038>	"Wambaya"@en	""
<http://purl.obolibrary.org/obo/LANG_1007039>	"Wamas"@en	""
<http://purl.obolibrary.org/obo/LANG_1007040>	"Mamaindé"@en	""
<http://purl.obolibrary.org/obo/LANG_1007041>	"Wambule"@en	""
<http://purl.obolibrary.org/obo/LANG_1007042>	"Waima'a"@en	""
